response_id,timestamp,region,age_group,gender,occupation,education_level,preferred_tool,satisfaction_rating,would_recommend,support_quality,feature_importance,usage_frequency,feedback,date,hour,day_of_week,month,satisfaction_category,feedback_length,recommendation_score,support_score
Res_0375,2024-02-10 11:56:00,East,25-34,Prefer Not To Say,Professional,Bachelor'S,Python,5,Probably Yes,Average,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-10,11,Saturday,February,High,63,4,3
Res_0376,2024-03-08 18:00:00,Central,25-34,Prefer Not To Say,Business Owner,Bachelor'S,Python,4,Probably Yes,Poor,Price,Rarely,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-08,18,Friday,March,High,62,4,2
Res_0377,2024-02-22 19:43:00,West,25-34,Male,Student,Bachelor'S,Tableau,5,Definitely Yes,Excellent,Performance,Daily,"Great product, very user-friendly!",2024-02-22,19,Thursday,February,High,34,5,5
Res_0378,2024-03-16 23:24:00,East,45-54,Non-Binary,Professional,Bachelor'S,R,3,Not Sure,Excellent,Ease Of Use,Weekly,Decent product overall.,2024-03-16,23,Saturday,March,Medium,23,3,5
Res_0379,2024-03-23 02:15:00,Central,55+,Non-Binary,Student,Master'S,Excel,4,Probably Yes,Average,Performance,Weekly,Excellent tool for data analysis.,2024-03-23,2,Saturday,March,High,33,4,3
Res_0380,2024-03-07 19:32:00,South,45-54,Non-Binary,Student,Bachelor'S,R,4,Definitely Yes,Average,Performance,Monthly,Best tool I've used so far.,2024-03-07,19,Thursday,March,High,27,5,3
Res_0381,2024-02-19 03:15:00,West,55+,Male,Unemployed,High School,Tableau,3,Not Sure,Good,Price,Monthly,Decent product overall.,2024-02-19,3,Monday,February,Medium,23,3,4
Res_0382,2024-02-10 04:24:00,Central,45-54,Non-Binary,Unemployed,Bachelor'S,Tableau,4,Definitely Yes,Excellent,Price,Daily,Best tool I've used so far.,2024-02-10,4,Saturday,February,High,27,5,5
Res_0383,2024-01-10 00:37:00,North,18-24,Non-Binary,Professional,High School,Tableau,4,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly!",2024-01-10,0,Wednesday,January,High,34,5,4
Res_0384,2024-02-20 16:18:00,Central,45-54,Prefer Not To Say,Retired,High School,Python,4,Definitely Yes,Good,Support,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-20,16,Tuesday,February,High,62,5,4
Res_0385,2024-03-09 19:09:00,East,18-24,Non-Binary,Student,Other,R,5,Definitely Yes,Good,Ease Of Use,Weekly,Excellent tool for data analysis.,2024-03-09,19,Saturday,March,High,33,5,4
Res_0386,2024-01-20 17:20:00,West,55+,Male,Business Owner,Phd,Spss,3,Probably Yes,Excellent,Ease Of Use,Daily,Could use some improvements.,2024-01-20,17,Saturday,January,Medium,28,4,5
Res_0387,2024-01-08 07:05:00,West,18-24,Prefer Not To Say,Unemployed,Other,Python,4,Not Sure,Excellent,Security,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-08,7,Monday,January,High,63,3,5
Res_0388,2024-02-09 21:47:00,South,18-24,Male,Professional,High School,Power Bi,4,Probably Yes,Poor,Security,Daily,Excellent tool for data analysis.,2024-02-09,21,Friday,February,High,33,4,2
Res_0389,2024-03-04 11:33:00,Central,35-44,Female,Business Owner,Bachelor'S,Spss,3,Probably Yes,Average,Ease Of Use,Weekly,Decent product overall.,2024-03-04,11,Monday,March,Medium,23,4,3
Res_0390,2024-01-16 00:21:00,West,35-44,Male,Business Owner,Other,R,3,Not Sure,Average,Price,Daily,"It's okay, does the job.",2024-01-16,0,Tuesday,January,Medium,24,3,3
Res_0391,2024-03-04 14:32:00,East,18-24,Prefer Not To Say,Unemployed,Bachelor'S,Python,4,Probably No,Average,Performance,Weekly,Love the features and support. Python ecosystem is amazing!,2024-03-04,14,Monday,March,High,59,2,3
Res_0392,2024-01-21 08:49:00,North,55+,Male,Professional,Other,Python,3,Probably Yes,Good,Performance,Weekly,"It's okay, does the job.",2024-01-21,8,Sunday,January,Medium,24,4,4
Res_0393,2024-01-06 00:15:00,North,45-54,Non-Binary,Retired,Bachelor'S,Spss,4,Definitely Yes,Good,Performance,Daily,Excellent tool for data analysis.,2024-01-06,0,Saturday,January,High,33,5,4
Res_0394,2024-01-05 17:51:00,West,25-34,Non-Binary,Professional,Phd,Python,5,Definitely Yes,Good,Ease Of Use,Never,Love the features and support. Python ecosystem is amazing!,2024-01-05,17,Friday,January,High,59,5,4
Res_0395,2024-02-04 02:36:00,East,18-24,Male,Professional,Bachelor'S,Power Bi,4,Not Sure,Excellent,Support,Daily,Highly recommended for beginners.,2024-02-04,2,Sunday,February,High,33,3,5
Res_0396,2024-01-06 12:04:00,West,35-44,Non-Binary,Business Owner,High School,Tableau,5,Definitely Yes,Poor,Security,Daily,Highly recommended for beginners.,2024-01-06,12,Saturday,January,High,33,5,2
Res_0397,2024-02-28 00:23:00,South,35-44,Non-Binary,Unemployed,Bachelor'S,Excel,4,Not Sure,Average,Price,Daily,Best tool I've used so far.,2024-02-28,0,Wednesday,February,High,27,3,3
Res_0398,2024-02-17 18:31:00,South,55+,Female,Professional,High School,Python,4,Probably Yes,Good,Price,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-02-17,18,Saturday,February,High,56,4,4
Res_0399,2024-01-04 07:34:00,East,18-24,Non-Binary,Student,Phd,Excel,5,Probably Yes,Average,Security,Daily,Love the features and support.,2024-01-04,7,Thursday,January,High,30,4,3
Res_0400,2024-01-14 06:33:00,South,45-54,Prefer Not To Say,Student,Bachelor'S,Python,4,Not Sure,Good,Support,Rarely,Love the features and support. Python ecosystem is amazing!,2024-01-14,6,Sunday,January,High,59,3,4
Res_0401,2024-01-12 01:58:00,South,55+,Prefer Not To Say,Business Owner,Phd,Python,4,Definitely Yes,Average,Security,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-12,1,Friday,January,High,63,5,3
Res_0402,2024-03-15 03:32:00,South,45-54,Male,Unemployed,Other,Excel,4,Probably Yes,Average,Support,Daily,"Great product, very user-friendly!",2024-03-15,3,Friday,March,High,34,4,3
Res_0403,2024-02-25 21:08:00,South,35-44,Non-Binary,Business Owner,Phd,R,4,Definitely Yes,Good,Security,Daily,Love the features and support.,2024-02-25,21,Sunday,February,High,30,5,4
Res_0404,2024-02-10 14:17:00,South,18-24,Female,Professional,Other,Spss,4,Probably Yes,Poor,Performance,Daily,"Great product, very user-friendly!",2024-02-10,14,Saturday,February,High,34,4,2
Res_0405,2024-01-20 03:10:00,West,45-54,Non-Binary,Retired,High School,Tableau,4,Definitely Yes,Average,Integration,Weekly,Highly recommended for beginners.,2024-01-20,3,Saturday,January,High,33,5,3
Res_0406,2024-02-15 06:28:00,East,45-54,Non-Binary,Student,High School,Tableau,4,Probably Yes,Average,Ease Of Use,Weekly,Excellent tool for data analysis.,2024-02-15,6,Thursday,February,High,33,4,3
Res_0407,2024-03-28 09:52:00,Central,18-24,Female,Business Owner,Bachelor'S,Python,4,Definitely Yes,Good,Ease Of Use,Monthly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-28,9,Thursday,March,High,63,5,4
Res_0408,2024-02-01 11:25:00,Central,18-24,Non-Binary,Business Owner,Bachelor'S,Spss,3,Definitely Yes,Very Poor,Price,Daily,"It's okay, does the job.",2024-02-01,11,Thursday,February,Medium,24,5,1
Res_0409,2024-02-21 14:35:00,Central,25-34,Male,Retired,High School,Python,5,Probably Yes,Excellent,Ease Of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-21,14,Wednesday,February,High,62,4,5
Res_0410,2024-01-16 00:03:00,South,25-34,Female,Retired,Master'S,R,4,Definitely Yes,Good,Integration,Rarely,"Great product, very user-friendly!",2024-01-16,0,Tuesday,January,High,34,5,4
Res_0411,2024-03-15 18:16:00,North,18-24,Male,Professional,Phd,R,4,Definitely Yes,Excellent,Price,Never,Excellent tool for data analysis.,2024-03-15,18,Friday,March,High,33,5,5
Res_0412,2024-01-12 10:07:00,North,45-54,Male,Professional,Other,Excel,4,Definitely Yes,Good,Ease Of Use,Rarely,Best tool I've used so far.,2024-01-12,10,Friday,January,High,27,5,4
Res_0413,2024-02-20 15:01:00,West,45-54,Female,Business Owner,Bachelor'S,R,4,Probably Yes,Excellent,Support,Daily,Excellent tool for data analysis.,2024-02-20,15,Tuesday,February,High,33,4,5
Res_0414,2024-02-05 08:28:00,South,18-24,Female,Business Owner,Phd,Tableau,4,Probably Yes,Poor,Price,Weekly,Best tool I've used so far.,2024-02-05,8,Monday,February,High,27,4,2
Res_0415,2024-03-11 15:03:00,North,35-44,Prefer Not To Say,Professional,Phd,Python,4,Definitely Yes,Excellent,Ease Of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-11,15,Monday,March,High,62,5,5
Res_0416,2024-03-23 16:15:00,Central,18-24,Prefer Not To Say,Business Owner,Phd,Python,5,Probably Yes,Good,Ease Of Use,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-23,16,Saturday,March,High,62,4,4
Res_0417,2024-03-03 11:58:00,Central,55+,Non-Binary,Retired,Master'S,Python,4,Definitely Yes,Poor,Ease Of Use,Daily,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-03,11,Sunday,March,High,62,5,2
Res_0418,2024-01-04 10:38:00,South,18-24,Non-Binary,Student,Phd,Tableau,4,Definitely Yes,Excellent,Performance,Daily,Highly recommended for beginners.,2024-01-04,10,Thursday,January,High,33,5,5
Res_0419,2024-02-15 18:14:00,South,18-24,Female,Professional,Master'S,Power Bi,5,Not Sure,Good,Integration,Daily,Highly recommended for beginners.,2024-02-15,18,Thursday,February,High,33,3,4
Res_0420,2024-01-08 07:36:00,West,35-44,Female,Professional,Bachelor'S,Spss,3,Definitely Yes,Average,Performance,Daily,Average experience.,2024-01-08,7,Monday,January,Medium,19,5,3
Res_0421,2024-02-10 23:44:00,East,55+,Male,Business Owner,Other,Excel,3,Not Sure,Very Poor,Integration,Never,Average experience.,2024-02-10,23,Saturday,February,Medium,19,3,1
Res_0422,2024-01-19 18:12:00,West,55+,Non-Binary,Professional,Phd,Tableau,3,Probably Yes,Excellent,Support,Weekly,"It's okay, does the job.",2024-01-19,18,Friday,January,Medium,24,4,5
Res_0423,2024-01-12 01:14:00,Central,25-34,Male,Unemployed,Phd,Python,5,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-12,1,Friday,January,High,63,5,4
Res_0424,2024-02-12 19:12:00,South,35-44,Female,Business Owner,High School,R,4,Definitely Yes,Excellent,Integration,Weekly,"Great product, very user-friendly!",2024-02-12,19,Monday,February,High,34,5,5
Res_0425,2024-01-19 18:45:00,South,18-24,Non-Binary,Student,Master'S,Power Bi,4,Probably Yes,Good,Integration,Daily,Best tool I've used so far.,2024-01-19,18,Friday,January,High,27,4,4
Res_0426,2024-03-16 03:21:00,East,35-44,Female,Professional,Phd,Excel,4,Probably Yes,Good,Ease Of Use,Weekly,Best tool I've used so far.,2024-03-16,3,Saturday,March,High,27,4,4
Res_0427,2024-03-24 10:11:00,Central,55+,Non-Binary,Professional,Other,Tableau,4,Definitely Yes,Average,Ease Of Use,Rarely,Excellent tool for data analysis.,2024-03-24,10,Sunday,March,High,33,5,3
Res_0428,2024-02-18 09:46:00,East,25-34,Female,Student,Other,Python,4,Definitely Yes,Excellent,Ease Of Use,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-02-18,9,Sunday,February,High,56,5,5
Res_0429,2024-03-13 01:11:00,Central,35-44,Female,Unemployed,High School,R,3,Definitely Yes,Excellent,Price,Weekly,Works as expected.,2024-03-13,1,Wednesday,March,Medium,18,5,5
Res_0430,2024-01-19 10:47:00,North,25-34,Non-Binary,Business Owner,Bachelor'S,R,3,Not Sure,Good,Ease Of Use,Weekly,"It's okay, does the job.",2024-01-19,10,Friday,January,Medium,24,3,4
Res_0431,2024-03-31 21:40:00,East,45-54,Male,Business Owner,Bachelor'S,Spss,4,Definitely Yes,Average,Integration,Weekly,Excellent tool for data analysis.,2024-03-31,21,Sunday,March,High,33,5,3
Res_0432,2024-03-29 02:22:00,East,18-24,Male,Student,Phd,Spss,4,Definitely Yes,Excellent,Support,Monthly,Best tool I've used so far.,2024-03-29,2,Friday,March,High,27,5,5
Res_0433,2024-02-23 05:56:00,West,45-54,Prefer Not To Say,Business Owner,Other,Python,4,Definitely Yes,Good,Price,Daily,Best tool I've used so far. Python ecosystem is amazing!,2024-02-23,5,Friday,February,High,56,5,4
Res_0434,2024-01-13 15:50:00,Central,25-34,Female,Retired,High School,R,4,Probably Yes,Very Poor,Integration,Daily,"Great product, very user-friendly!",2024-01-13,15,Saturday,January,High,34,4,1
Res_0435,2024-02-07 00:20:00,East,18-24,Male,Business Owner,Bachelor'S,Power Bi,5,Definitely Yes,Good,Performance,Daily,Best tool I've used so far.,2024-02-07,0,Wednesday,February,High,27,5,4
Res_0436,2024-01-21 23:04:00,Central,18-24,Non-Binary,Unemployed,Other,R,5,Definitely Yes,Good,Support,Weekly,Best tool I've used so far.,2024-01-21,23,Sunday,January,High,27,5,4
Res_0437,2024-03-31 00:27:00,South,55+,Prefer Not To Say,Professional,High School,Python,4,Definitely Yes,Good,Ease Of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-31,0,Sunday,March,High,63,5,4
Res_0438,2024-02-12 06:12:00,West,55+,Non-Binary,Business Owner,Master'S,Python,4,Probably Yes,Average,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-12,6,Monday,February,High,62,4,3
Res_0439,2024-01-13 01:25:00,Central,55+,Prefer Not To Say,Professional,High School,Power Bi,2,Probably No,Good,Performance,Rarely,Customer support could be better.,2024-01-13,1,Saturday,January,Low,33,2,4
Res_0440,2024-01-01 13:05:00,East,55+,Prefer Not To Say,Professional,High School,Python,4,Definitely Yes,Poor,Support,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-01,13,Monday,January,High,63,5,2
Res_0441,2024-01-27 05:40:00,East,18-24,Prefer Not To Say,Student,Master'S,Python,4,Probably No,Average,Ease Of Use,Weekly,Best tool I've used so far. Python ecosystem is amazing!,2024-01-27,5,Saturday,January,High,56,2,3
Res_0442,2024-03-01 15:57:00,East,18-24,Prefer Not To Say,Professional,Master'S,Excel,4,Definitely Yes,Good,Integration,Weekly,Best tool I've used so far.,2024-03-01,15,Friday,March,High,27,5,4
Res_0443,2024-02-17 05:28:00,North,35-44,Prefer Not To Say,Retired,Master'S,R,3,Definitely Yes,Good,Performance,Daily,Could use some improvements.,2024-02-17,5,Saturday,February,Medium,28,5,4
Res_0444,2024-02-04 18:03:00,South,18-24,Male,Business Owner,Other,Power Bi,4,Definitely No,Average,Integration,Daily,Best tool I've used so far.,2024-02-04,18,Sunday,February,High,27,1,3
Res_0445,2024-03-16 07:35:00,North,45-54,Prefer Not To Say,Unemployed,Phd,Spss,3,Probably Yes,Good,Price,Daily,Average experience.,2024-03-16,7,Saturday,March,Medium,19,4,4
Res_0446,2024-01-31 15:19:00,North,45-54,Male,Unemployed,Other,Excel,4,Definitely No,Excellent,Integration,Rarely,Highly recommended for beginners.,2024-01-31,15,Wednesday,January,High,33,1,5
Res_0447,2024-03-14 21:39:00,South,18-24,Prefer Not To Say,Professional,Bachelor'S,Spss,4,Probably No,Average,Ease Of Use,Weekly,Excellent tool for data analysis.,2024-03-14,21,Thursday,March,High,33,2,3
Res_0448,2024-01-25 04:02:00,West,18-24,Prefer Not To Say,Professional,Bachelor'S,Tableau,5,Definitely Yes,Good,Support,Daily,Highly recommended for beginners.,2024-01-25,4,Thursday,January,High,33,5,4
Res_0449,2024-02-03 10:58:00,North,18-24,Prefer Not To Say,Unemployed,Phd,R,4,Definitely Yes,Excellent,Price,Rarely,Highly recommended for beginners.,2024-02-03,10,Saturday,February,High,33,5,5
Res_0450,2024-02-11 08:33:00,West,18-24,Prefer Not To Say,Student,Phd,Python,5,Probably Yes,Excellent,Ease Of Use,Monthly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-02-11,8,Sunday,February,High,62,4,5
Res_0451,2024-01-19 18:37:00,Central,18-24,Male,Unemployed,High School,Tableau,5,Definitely Yes,Good,Support,Daily,Love the features and support.,2024-01-19,18,Friday,January,High,30,5,4
Res_0452,2024-03-09 11:56:00,West,35-44,Prefer Not To Say,Retired,Other,Python,4,Definitely Yes,Poor,Security,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-09,11,Saturday,March,High,62,5,2
Res_0453,2024-03-01 01:11:00,East,45-54,Female,Unemployed,Other,Tableau,3,Not Sure,Poor,Security,Weekly,Works as expected.,2024-03-01,1,Friday,March,Medium,18,3,2
Res_0454,2024-01-05 12:56:00,East,25-34,Male,Retired,Master'S,R,3,Not Sure,Good,Price,Daily,Decent product overall.,2024-01-05,12,Friday,January,Medium,23,3,4
Res_0455,2024-01-03 10:52:00,East,35-44,Non-Binary,Retired,High School,Excel,3,Definitely No,Excellent,Price,Daily,Could use some improvements.,2024-01-03,10,Wednesday,January,Medium,28,1,5
Res_0456,2024-01-18 09:47:00,West,35-44,Non-Binary,Retired,Other,Python,4,Definitely Yes,Excellent,Integration,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-18,9,Thursday,January,High,63,5,5
Res_0457,2024-01-25 14:13:00,West,45-54,Non-Binary,Student,Other,Spss,3,Not Sure,Good,Support,Daily,Could use some improvements.,2024-01-25,14,Thursday,January,Medium,28,3,4
Res_0458,2024-01-09 09:45:00,Central,45-54,Female,Unemployed,Other,Excel,4,Not Sure,Poor,Integration,Weekly,"Great product, very user-friendly!",2024-01-09,9,Tuesday,January,High,34,3,2
Res_0459,2024-01-23 06:56:00,South,18-24,Female,Student,Phd,Power Bi,4,Definitely Yes,Average,Ease Of Use,Daily,"Great product, very user-friendly!",2024-01-23,6,Tuesday,January,High,34,5,3
Res_0460,2024-02-16 22:12:00,East,35-44,Prefer Not To Say,Unemployed,Phd,Power Bi,2,Not Sure,Excellent,Ease Of Use,Rarely,Needs better documentation.,2024-02-16,22,Friday,February,Low,27,3,5
Res_0461,2024-03-28 00:15:00,East,45-54,Prefer Not To Say,Professional,Phd,R,4,Probably Yes,Good,Support,Monthly,Highly recommended for beginners.,2024-03-28,0,Thursday,March,High,33,4,4
Res_0462,2024-03-11 11:22:00,South,35-44,Male,Business Owner,High School,Tableau,4,Definitely Yes,Poor,Price,Daily,Best tool I've used so far.,2024-03-11,11,Monday,March,High,27,5,2
Res_0463,2024-01-07 05:54:00,Central,25-34,Female,Professional,Bachelor'S,Excel,4,Definitely Yes,Very Poor,Ease Of Use,Daily,Love the features and support.,2024-01-07,5,Sunday,January,High,30,5,1
Res_0464,2024-03-24 13:32:00,North,18-24,Prefer Not To Say,Professional,Bachelor'S,Python,3,Probably Yes,Excellent,Support,Never,Average experience.,2024-03-24,13,Sunday,March,Medium,19,4,5
Res_0465,2024-01-02 07:16:00,Central,35-44,Non-Binary,Retired,Phd,R,4,Probably Yes,Good,Performance,Daily,Love the features and support.,2024-01-02,7,Tuesday,January,High,30,4,4
Res_0466,2024-02-28 08:13:00,West,35-44,Prefer Not To Say,Unemployed,High School,Tableau,5,Probably Yes,Excellent,Price,Rarely,"Great product, very user-friendly!",2024-02-28,8,Wednesday,February,High,34,4,5
Res_0467,2024-03-06 21:53:00,East,55+,Non-Binary,Business Owner,High School,Tableau,4,Probably Yes,Excellent,Price,Monthly,Best tool I've used so far.,2024-03-06,21,Wednesday,March,High,27,4,5
Res_0468,2024-01-09 10:17:00,East,35-44,Non-Binary,Business Owner,Bachelor'S,Python,3,Not Sure,Average,Security,Daily,Could use some improvements.,2024-01-09,10,Tuesday,January,Medium,28,3,3
Res_0469,2024-03-07 07:57:00,North,55+,Prefer Not To Say,Business Owner,Bachelor'S,Python,3,Not Sure,Average,Ease Of Use,Weekly,"It's okay, does the job.",2024-03-07,7,Thursday,March,Medium,24,3,3
Res_0470,2024-03-24 15:18:00,East,45-54,Prefer Not To Say,Retired,High School,R,4,Definitely Yes,Poor,Integration,Weekly,Highly recommended for beginners.,2024-03-24,15,Sunday,March,High,33,5,2
Res_0471,2024-03-31 18:52:00,South,35-44,Female,Unemployed,Phd,Tableau,5,Probably Yes,Average,Integration,Daily,Love the features and support.,2024-03-31,18,Sunday,March,High,30,4,3
Res_0472,2024-03-05 09:54:00,South,55+,Female,Business Owner,High School,Power Bi,3,Definitely Yes,Good,Performance,Never,Works as expected.,2024-03-05,9,Tuesday,March,Medium,18,5,4
Res_0473,2024-01-17 23:16:00,Central,25-34,Non-Binary,Student,Bachelor'S,Power Bi,5,Definitely Yes,Poor,Performance,Daily,Love the features and support.,2024-01-17,23,Wednesday,January,High,30,5,2
Res_0474,2024-01-29 23:55:00,East,45-54,Non-Binary,Business Owner,Master'S,Python,4,Probably Yes,Average,Price,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-01-29,23,Monday,January,High,62,4,3
Res_0475,2024-02-07 14:54:00,North,45-54,Male,Unemployed,Other,Tableau,4,Definitely Yes,Average,Integration,Weekly,Highly recommended for beginners.,2024-02-07,14,Wednesday,February,High,33,5,3
Res_0476,2024-01-10 15:56:00,South,55+,Male,Retired,Other,Spss,3,Definitely Yes,Average,Support,Rarely,Decent product overall.,2024-01-10,15,Wednesday,January,Medium,23,5,3
Res_0477,2024-02-22 01:55:00,South,25-34,Female,Business Owner,Phd,Python,5,Definitely Yes,Excellent,Integration,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-22,1,Thursday,February,High,62,5,5
Res_0478,2024-02-28 04:20:00,South,18-24,Prefer Not To Say,Business Owner,Bachelor'S,R,5,Definitely Yes,Poor,Support,Monthly,Love the features and support.,2024-02-28,4,Wednesday,February,High,30,5,2
Res_0479,2024-03-22 01:00:00,West,35-44,Female,Professional,Other,Python,5,Probably Yes,Poor,Ease Of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-22,1,Friday,March,High,62,4,2
Res_0480,2024-03-03 02:08:00,Central,45-54,Prefer Not To Say,Retired,Phd,Python,5,Definitely Yes,Good,Performance,Daily,Best tool I've used so far. Python ecosystem is amazing!,2024-03-03,2,Sunday,March,High,56,5,4
Res_0481,2024-02-19 00:02:00,Central,25-34,Non-Binary,Student,Master'S,Excel,5,Definitely Yes,Excellent,Support,Daily,Highly recommended for beginners.,2024-02-19,0,Monday,February,High,33,5,5
Res_0482,2024-01-25 00:43:00,North,25-34,Female,Business Owner,Master'S,R,4,Probably Yes,Good,Ease Of Use,Daily,Excellent tool for data analysis.,2024-01-25,0,Thursday,January,High,33,4,4
Res_0483,2024-01-14 12:32:00,Central,35-44,Female,Student,High School,Spss,4,Probably Yes,Excellent,Performance,Monthly,Love the features and support.,2024-01-14,12,Sunday,January,High,30,4,5
Res_0484,2024-02-07 14:46:00,Central,55+,Non-Binary,Retired,Bachelor'S,Python,4,Definitely Yes,Good,Price,Never,Love the features and support. Python ecosystem is amazing!,2024-02-07,14,Wednesday,February,High,59,5,4
Res_0485,2024-03-03 11:48:00,South,25-34,Prefer Not To Say,Student,Bachelor'S,Python,4,Probably No,Excellent,Performance,Monthly,Excellent tool for data analysis. Python ecosystem is amazing!,2024-03-03,11,Sunday,March,High,62,2,5
Res_0486,2024-01-17 06:46:00,North,55+,Female,Student,Master'S,Excel,3,Probably Yes,Good,Performance,Daily,"It's okay, does the job.",2024-01-17,6,Wednesday,January,Medium,24,4,4
Res_0487,2024-02-18 20:16:00,Central,55+,Male,Unemployed,High School,R,2,Not Sure,Average,Security,Weekly,Needs better documentation.,2024-02-18,20,Sunday,February,Low,27,3,3
Res_0488,2024-03-24 00:03:00,North,45-54,Prefer Not To Say,Retired,High School,Python,4,Definitely Yes,Very Poor,Performance,Daily,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-24,0,Sunday,March,High,62,5,1
Res_0489,2024-02-02 15:44:00,South,25-34,Male,Business Owner,Phd,Excel,5,Definitely Yes,Excellent,Security,Daily,"Great product, very user-friendly!",2024-02-02,15,Friday,February,High,34,5,5
Res_0490,2024-03-25 16:17:00,Central,55+,Female,Retired,High School,Tableau,4,Probably Yes,Average,Performance,Daily,Highly recommended for beginners.,2024-03-25,16,Monday,March,High,33,4,3
Res_0491,2024-03-20 03:18:00,North,18-24,Prefer Not To Say,Professional,Other,R,4,Definitely Yes,Average,Support,Weekly,Excellent tool for data analysis.,2024-03-20,3,Wednesday,March,High,33,5,3
Res_0492,2024-02-03 16:12:00,East,45-54,Non-Binary,Professional,High School,Python,4,Definitely Yes,Good,Performance,Never,Highly recommended for beginners. Python ecosystem is amazing!,2024-02-03,16,Saturday,February,High,62,5,4
Res_0493,2024-03-04 06:44:00,West,35-44,Female,Student,High School,Python,4,Probably Yes,Very Poor,Ease Of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!",2024-03-04,6,Monday,March,High,63,4,1
Res_0494,2024-01-15 18:42:00,West,25-34,Male,Unemployed,High School,Python,5,Definitely Yes,Average,Security,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-15,18,Monday,January,High,63,5,3
Res_0495,2024-02-02 20:14:00,West,35-44,Non-Binary,Retired,High School,Python,5,Definitely Yes,Good,Price,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!",2024-02-02,20,Friday,February,High,63,5,4
Res_0496,2024-01-23 01:54:00,East,35-44,Non-Binary,Retired,High School,Python,4,Probably Yes,Excellent,Ease Of Use,Rarely,"Great product, very user-friendly! Python ecosystem is amazing!",2024-01-23,1,Tuesday,January,High,63,4,5
Res_0497,2024-01-06 00:54:00,South,25-34,Non-Binary,Business Owner,Phd,Tableau,4,Definitely Yes,Excellent,Price,Monthly,Highly recommended for beginners.,2024-01-06,0,Saturday,January,High,33,5,5
Res_0498,2024-02-04 23:05:00,East,35-44,Female,Student,Phd,Excel,3,Not Sure,Excellent,Security,Monthly,Works as expected.,2024-02-04,23,Sunday,February,Medium,18,3,5
Res_0499,2024-02-28 08:53:00,West,45-54,Prefer Not To Say,Professional,High School,Tableau,3,Not Sure,Average,Support,Weekly,Could use some improvements.,2024-02-28,8,Wednesday,February,Medium,28,3,3
Res_0500,2024-03-30 23:03:00,South,18-24,Prefer Not To Say,Unemployed,Phd,Python,5,Definitely Yes,Poor,Price,Weekly,Highly recommended for beginners. Python ecosystem is amazing!,2024-03-30,23,Saturday,March,High,62,5,2
