response_id,timestamp,region,age_group,gender,occupation,education_level,preferred_tool,satisfaction_rating,would_recommend,support_quality,feature_importance,usage_frequency,feedback
RES_0166,2024-03-17 02:56:00,North,25-34,Female,Unemployed,High School,Excel,4,Definitely Yes,Good,Price,Monthly,"Great product, very user-friendly!"
RES_0167,2024-02-04 14:42:00,West,45-54,Prefer not to say,Retired,Master's,Python,4,Probably Yes,Excellent,Ease of Use,Rarely,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0168,2024-03-06 03:22:00,West,18-24,Non-binary,Unemployed,PhD,Python,5,Not Sure,Good,Security,Monthly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0169,2024-03-26 09:02:00,South,45-54,Male,Student,Bachelor's,SPSS,4,Definitely Yes,Good,Price,Rarely,Love the features and support.
RES_0170,2024-01-28 04:48:00,East,35-44,Non-binary,Student,High School,SPSS,3,Not Sure,Good,Performance,Monthly,Works as expected.
RES_0171,2024-02-25 05:08:00,West,55+,Female,Unemployed,Other,Python,3,Probably Yes,Excellent,Performance,Daily,Decent product overall.
RES_0172,2024-01-10 12:55:00,North,45-54,Male,Retired,High School,Python,3,Definitely No,Good,Price,Weekly,Decent product overall.
RES_0173,2024-03-14 13:36:00,West,45-54,Non-binary,Student,PhD,Python,4,Not Sure,Poor,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0174,2024-02-11 05:51:00,Central,45-54,Non-binary,Student,PhD,Python,3,Definitely No,Good,Integration,Weekly,"It's okay, does the job."
RES_0175,2024-02-01 13:37:00,West,55+,Male,Retired,Master's,Excel,2,Not Sure,Excellent,Ease of Use,Monthly,Customer support could be better. Excel is too limiting for big data.
RES_0176,2024-01-29 10:49:00,South,18-24,Male,Unemployed,Other,R,4,Definitely Yes,Very Poor,Integration,Rarely,Excellent tool for data analysis.
RES_0177,2024-02-14 11:46:00,South,25-34,Male,Professional,Master's,SPSS,4,Probably Yes,Average,Ease of Use,Monthly,Excellent tool for data analysis.
RES_0178,2024-01-23 19:09:00,North,25-34,Prefer not to say,Retired,Other,Python,4,Definitely Yes,Good,Price,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0179,2024-02-27 21:59:00,Central,55+,Non-binary,Business Owner,Bachelor's,Python,3,Definitely Yes,Poor,Security,Rarely,Works as expected.
RES_0180,2024-01-09 15:28:00,East,35-44,Male,Business Owner,Other,Tableau,4,Probably Yes,Average,Ease of Use,Weekly,"Great product, very user-friendly!"
RES_0181,2024-02-09 14:28:00,North,18-24,Non-binary,Business Owner,High School,Python,5,Definitely Yes,Excellent,Performance,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0182,2024-03-19 19:32:00,West,45-54,Male,Retired,Other,Python,3,Probably No,Good,Price,Weekly,Could use some improvements.
RES_0183,2024-02-11 19:30:00,Central,25-34,Male,Retired,High School,Power BI,5,Definitely Yes,Good,Integration,Monthly,Love the features and support.
RES_0184,2024-01-11 16:41:00,South,18-24,Female,Retired,PhD,Tableau,4,Not Sure,Poor,Support,Monthly,Highly recommended for beginners.
RES_0185,2024-03-07 19:10:00,East,35-44,Non-binary,Retired,PhD,Excel,4,Probably Yes,Excellent,Integration,Rarely,Love the features and support.
RES_0186,2024-03-27 19:03:00,East,18-24,Non-binary,Student,Other,Python,5,Probably Yes,Excellent,Ease of Use,Monthly,Best tool I've used so far. Python ecosystem is amazing!
RES_0187,2024-02-06 08:46:00,Central,25-34,Non-binary,Student,Other,Python,5,Definitely Yes,Excellent,Ease of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0188,2024-02-14 09:41:00,West,25-34,Male,Business Owner,Other,SPSS,4,Probably Yes,Excellent,Price,Weekly,Best tool I've used so far.
RES_0189,2024-03-23 10:52:00,South,55+,Male,Retired,Other,Power BI,3,Not Sure,Very Poor,Performance,Weekly,Decent product overall.
RES_0190,2024-01-03 11:19:00,South,25-34,Non-binary,Retired,Bachelor's,SPSS,4,Definitely Yes,Poor,Support,Daily,Excellent tool for data analysis.
RES_0191,2024-01-18 04:04:00,East,18-24,Male,Business Owner,Other,R,4,Definitely Yes,Good,Price,Daily,Excellent tool for data analysis.
RES_0192,2024-03-17 12:09:00,South,25-34,Female,Retired,High School,Power BI,4,Probably No,Very Poor,Support,Daily,Best tool I've used so far.
RES_0193,2024-02-16 21:46:00,South,45-54,Non-binary,Retired,Bachelor's,Power BI,3,Not Sure,Average,Price,Daily,Average experience.
RES_0194,2024-01-31 09:51:00,West,25-34,Non-binary,Unemployed,PhD,SPSS,3,Probably Yes,Good,Ease of Use,Monthly,Works as expected.
RES_0195,2024-02-06 12:32:00,Central,45-54,Female,Professional,Other,Tableau,4,Definitely Yes,Very Poor,Ease of Use,Weekly,Excellent tool for data analysis.
RES_0196,2024-02-02 01:41:00,West,35-44,Male,Unemployed,High School,Power BI,4,Definitely Yes,Good,Price,Daily,Love the features and support.
RES_0197,2024-01-11 05:17:00,West,55+,Female,Retired,High School,SPSS,4,Definitely Yes,Excellent,Ease of Use,Weekly,Excellent tool for data analysis.
RES_0198,2024-02-27 11:59:00,North,45-54,Male,Retired,Other,Python,4,Not Sure,Good,Security,Daily,Love the features and support. Python ecosystem is amazing!
RES_0199,2024-01-31 12:05:00,East,25-34,Male,Business Owner,High School,Power BI,4,Probably Yes,Average,Price,Daily,Love the features and support.
RES_0200,2024-01-19 04:02:00,East,45-54,Female,Retired,PhD,Python,4,Not Sure,Average,Integration,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0201,2024-01-01 02:01:00,East,25-34,Female,Unemployed,Other,Python,5,Definitely Yes,Good,Price,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0202,2024-02-24 03:49:00,East,25-34,Non-binary,Student,High School,Excel,4,Definitely Yes,Average,Ease of Use,Weekly,Excellent tool for data analysis.
RES_0203,2024-02-23 20:50:00,Central,45-54,Male,Student,PhD,Python,4,Definitely Yes,Average,Ease of Use,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0204,2024-03-09 00:40:00,Central,55+,Female,Professional,Master's,Power BI,3,Not Sure,Excellent,Performance,Daily,Works as expected.
RES_0205,2024-01-01 19:22:00,South,55+,Prefer not to say,Professional,High School,Python,5,Probably Yes,Average,Ease of Use,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0206,2024-02-16 02:33:00,Central,55+,Male,Retired,PhD,Excel,3,Definitely Yes,Good,Ease of Use,Daily,"It's okay, does the job."
RES_0207,2024-03-22 12:23:00,East,18-24,Non-binary,Student,Master's,R,4,Probably Yes,Poor,Ease of Use,Daily,Excellent tool for data analysis.
RES_0208,2024-03-25 20:06:00,Central,35-44,Female,Student,Master's,Python,4,Probably Yes,Average,Ease of Use,Rarely,Highly recommended for beginners. Python ecosystem is amazing!
RES_0209,2024-02-13 20:11:00,West,45-54,Female,Professional,High School,Python,5,Not Sure,Average,Integration,Daily,Best tool I've used so far. Python ecosystem is amazing!
RES_0210,2024-01-05 09:12:00,North,25-34,Male,Business Owner,Master's,Tableau,5,Definitely Yes,Poor,Price,Monthly,Highly recommended for beginners.
RES_0211,2024-02-20 17:30:00,East,18-24,Female,Business Owner,Master's,R,4,Probably Yes,Excellent,Ease of Use,Daily,"Great product, very user-friendly!"
RES_0212,2024-03-24 10:17:00,North,35-44,Prefer not to say,Retired,PhD,Python,5,Not Sure,Excellent,Security,Daily,Best tool I've used so far. Python ecosystem is amazing!
RES_0213,2024-02-13 05:31:00,West,35-44,Non-binary,Student,PhD,Python,5,Definitely Yes,Good,Price,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0214,2024-02-25 19:52:00,South,55+,Non-binary,Business Owner,High School,SPSS,4,Probably No,Average,Ease of Use,Weekly,"Great product, very user-friendly!"
RES_0215,2024-02-11 21:18:00,East,45-54,Prefer not to say,Professional,PhD,Python,4,Probably Yes,Average,Performance,Daily,Love the features and support. Python ecosystem is amazing!
RES_0216,2024-02-27 01:46:00,East,55+,Prefer not to say,Business Owner,High School,R,3,Definitely No,Excellent,Integration,Weekly,"It's okay, does the job."
RES_0217,2024-03-26 20:25:00,East,55+,Female,Student,Bachelor's,R,3,Probably No,Poor,Performance,Daily,Average experience.
RES_0218,2024-03-27 14:02:00,South,18-24,Female,Business Owner,Master's,Excel,5,Not Sure,Good,Price,Weekly,Best tool I've used so far.
RES_0219,2024-03-13 01:38:00,South,45-54,Non-binary,Business Owner,PhD,Tableau,4,Not Sure,Excellent,Performance,Never,"Great product, very user-friendly!"
RES_0220,2024-03-14 04:33:00,East,45-54,Non-binary,Business Owner,Bachelor's,Python,4,Not Sure,Good,Performance,Rarely,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0221,2024-01-04 23:11:00,West,55+,Prefer not to say,Unemployed,High School,Python,2,Probably No,Excellent,Price,Never,Customer support could be better.
RES_0222,2024-02-03 22:28:00,South,55+,Non-binary,Retired,Bachelor's,R,3,Not Sure,Good,Integration,Daily,"It's okay, does the job."
RES_0223,2024-01-18 02:28:00,South,45-54,Male,Business Owner,Master's,SPSS,3,Definitely Yes,Excellent,Price,Daily,"It's okay, does the job."
RES_0224,2024-03-11 17:18:00,East,25-34,Female,Business Owner,Other,Tableau,4,Definitely Yes,Good,Price,Monthly,Excellent tool for data analysis.
RES_0225,2024-01-16 06:50:00,South,25-34,Prefer not to say,Student,Master's,Python,5,Definitely Yes,Poor,Support,Weekly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0226,2024-03-14 11:29:00,Central,25-34,Male,Student,Master's,Power BI,5,Definitely Yes,Excellent,Ease of Use,Daily,Best tool I've used so far.
RES_0227,2024-03-02 16:26:00,West,55+,Male,Professional,Master's,R,3,Definitely No,Good,Price,Daily,"It's okay, does the job."
RES_0228,2024-02-27 14:43:00,Central,35-44,Female,Unemployed,Other,Python,4,Definitely No,Very Poor,Ease of Use,Never,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0229,2024-01-17 13:32:00,North,18-24,Female,Business Owner,Bachelor's,Excel,4,Definitely Yes,Good,Support,Daily,Excellent tool for data analysis.
RES_0230,2024-02-11 22:14:00,East,55+,Non-binary,Student,Master's,Python,4,Definitely Yes,Average,Ease of Use,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0231,2024-03-22 17:17:00,South,35-44,Male,Unemployed,Bachelor's,SPSS,4,Definitely Yes,Poor,Ease of Use,Weekly,Highly recommended for beginners.
RES_0232,2024-03-15 04:10:00,Central,55+,Non-binary,Unemployed,High School,Power BI,3,Definitely No,Average,Price,Weekly,"It's okay, does the job."
RES_0233,2024-01-11 01:41:00,Central,35-44,Female,Unemployed,PhD,Power BI,3,Definitely No,Average,Support,Daily,Average experience.
RES_0234,2024-03-22 00:31:00,Central,35-44,Non-binary,Retired,Bachelor's,Tableau,4,Definitely Yes,Average,Ease of Use,Weekly,Best tool I've used so far.
RES_0235,2024-02-08 14:04:00,North,25-34,Prefer not to say,Retired,PhD,SPSS,5,Probably Yes,Good,Support,Rarely,Best tool I've used so far.
RES_0236,2024-01-27 10:38:00,South,35-44,Non-binary,Business Owner,PhD,Excel,4,Definitely Yes,Average,Integration,Monthly,Excellent tool for data analysis.
RES_0237,2024-02-17 16:35:00,North,35-44,Female,Retired,High School,Tableau,5,Definitely Yes,Good,Ease of Use,Daily,Love the features and support.
RES_0238,2024-02-27 07:09:00,North,18-24,Non-binary,Retired,Other,Python,5,Definitely Yes,Average,Price,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0239,2024-02-01 05:52:00,East,55+,Non-binary,Professional,Bachelor's,Python,3,Definitely Yes,Average,Support,Weekly,Works as expected.
RES_0240,2024-03-06 14:31:00,East,45-54,Male,Student,PhD,R,3,Probably Yes,Poor,Performance,Weekly,Average experience.
RES_0241,2024-02-28 07:13:00,Central,35-44,Male,Student,Master's,Python,4,Definitely Yes,Average,Performance,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0242,2024-03-17 20:43:00,West,35-44,Male,Student,PhD,Tableau,3,Probably No,Average,Security,Daily,Could use some improvements.
RES_0243,2024-02-03 23:23:00,West,35-44,Male,Retired,High School,Python,4,Not Sure,Excellent,Security,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0244,2024-03-12 06:23:00,Central,35-44,Male,Retired,Other,Python,4,Definitely Yes,Good,Performance,Daily,Best tool I've used so far. Python ecosystem is amazing!
RES_0245,2024-03-11 08:52:00,Central,55+,Male,Professional,High School,Power BI,2,Probably No,Average,Performance,Weekly,Some features are buggy.
RES_0246,2024-02-17 10:35:00,East,25-34,Female,Unemployed,Other,Python,5,Definitely Yes,Average,Ease of Use,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0247,2024-03-05 01:02:00,North,25-34,Non-binary,Retired,Other,Excel,4,Definitely Yes,Very Poor,Price,Monthly,Best tool I've used so far.
RES_0248,2024-01-20 19:57:00,Central,25-34,Non-binary,Unemployed,Master's,Excel,4,Definitely Yes,Average,Security,Weekly,Excellent tool for data analysis.
RES_0249,2024-02-20 19:47:00,East,55+,Non-binary,Unemployed,Other,Tableau,3,Probably Yes,Average,Price,Monthly,Average experience.
RES_0250,2024-03-03 22:36:00,East,45-54,Male,Business Owner,Master's,Power BI,4,Definitely Yes,Good,Integration,Daily,"Great product, very user-friendly!"
RES_0251,2024-02-23 18:19:00,North,55+,Prefer not to say,Business Owner,Other,Tableau,5,Definitely Yes,Good,Price,Weekly,Highly recommended for beginners.
RES_0252,2024-01-30 23:03:00,Central,45-54,Female,Unemployed,Other,Python,3,Not Sure,Poor,Performance,Daily,Works as expected.
RES_0253,2024-01-19 21:15:00,North,55+,Male,Professional,High School,Python,4,Definitely Yes,Excellent,Performance,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0254,2024-02-10 13:09:00,West,25-34,Prefer not to say,Unemployed,Other,R,5,Definitely No,Excellent,Support,Weekly,Best tool I've used so far.
RES_0255,2024-01-08 22:08:00,Central,25-34,Non-binary,Retired,Other,Excel,4,Definitely No,Excellent,Ease of Use,Monthly,Best tool I've used so far.
RES_0256,2024-02-10 05:29:00,Central,35-44,Non-binary,Business Owner,Other,Excel,4,Definitely Yes,Excellent,Ease of Use,Rarely,Best tool I've used so far.
RES_0257,2024-01-25 07:17:00,Central,35-44,Female,Business Owner,Master's,Python,4,Definitely Yes,Excellent,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0258,2024-03-29 22:31:00,East,45-54,Non-binary,Unemployed,Master's,Tableau,4,Definitely Yes,Average,Integration,Weekly,Love the features and support.
RES_0259,2024-01-16 18:43:00,Central,45-54,Prefer not to say,Business Owner,Bachelor's,Excel,3,Not Sure,Very Poor,Support,Weekly,Decent product overall.
RES_0260,2024-01-06 09:45:00,North,35-44,Prefer not to say,Business Owner,PhD,Excel,3,Probably Yes,Excellent,Price,Never,Could use some improvements.
RES_0261,2024-01-26 17:17:00,Central,35-44,Female,Student,Other,Python,4,Definitely Yes,Excellent,Performance,Monthly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0262,2024-01-31 07:03:00,Central,25-34,Female,Student,High School,Excel,4,Probably Yes,Average,Integration,Daily,Best tool I've used so far.
RES_0263,2024-02-12 22:30:00,North,25-34,Male,Unemployed,Bachelor's,Python,5,Probably Yes,Good,Price,Daily,Best tool I've used so far. Python ecosystem is amazing!
RES_0264,2024-03-24 15:30:00,South,35-44,Non-binary,Business Owner,High School,Power BI,4,Definitely Yes,Poor,Integration,Monthly,"Great product, very user-friendly!"
RES_0265,2024-03-24 18:14:00,Central,18-24,Female,Retired,Bachelor's,Python,4,Definitely Yes,Excellent,Security,Weekly,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0266,2024-02-20 15:11:00,East,18-24,Male,Business Owner,Other,R,4,Definitely Yes,Good,Price,Weekly,Highly recommended for beginners.
RES_0267,2024-01-14 10:18:00,West,55+,Prefer not to say,Professional,Other,Power BI,3,Probably No,Excellent,Integration,Daily,Works as expected.
RES_0268,2024-02-04 06:51:00,North,35-44,Female,Retired,Master's,Tableau,4,Definitely Yes,Poor,Integration,Monthly,Excellent tool for data analysis.
RES_0269,2024-01-02 23:21:00,East,55+,Female,Professional,Other,Tableau,3,Probably Yes,Excellent,Support,Daily,Works as expected.
RES_0270,2024-02-24 16:20:00,North,45-54,Male,Professional,Bachelor's,SPSS,3,Not Sure,Average,Ease of Use,Rarely,Works as expected.
RES_0271,2024-02-11 07:00:00,East,45-54,Female,Retired,Master's,Power BI,5,Probably Yes,Excellent,Price,Daily,Love the features and support.
RES_0272,2024-02-08 18:46:00,Central,18-24,Non-binary,Business Owner,Bachelor's,Python,5,Definitely Yes,Excellent,Ease of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0273,2024-03-26 03:29:00,East,25-34,Prefer not to say,Unemployed,Master's,SPSS,4,Definitely Yes,Good,Price,Weekly,"Great product, very user-friendly!"
RES_0274,2024-03-22 09:23:00,Central,25-34,Female,Professional,PhD,Python,5,Probably Yes,Good,Price,Weekly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0275,2024-02-28 23:38:00,East,45-54,Prefer not to say,Unemployed,Bachelor's,Python,4,Definitely No,Excellent,Support,Never,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0276,2024-03-28 19:55:00,North,55+,Prefer not to say,Unemployed,Master's,Python,4,Definitely Yes,Excellent,Performance,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0277,2024-03-13 03:03:00,Central,55+,Female,Unemployed,Other,Tableau,4,Definitely No,Poor,Price,Daily,Excellent tool for data analysis.
RES_0278,2024-01-22 10:54:00,Central,45-54,Male,Professional,Other,Excel,3,Not Sure,Good,Ease of Use,Rarely,Works as expected.
RES_0279,2024-01-12 16:28:00,North,45-54,Female,Unemployed,PhD,R,3,Probably Yes,Average,Support,Monthly,Works as expected.
RES_0280,2024-03-13 01:35:00,West,35-44,Male,Retired,Master's,Python,4,Definitely Yes,Good,Ease of Use,Daily,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0281,2024-01-28 18:04:00,North,45-54,Non-binary,Student,Other,Tableau,4,Definitely Yes,Excellent,Ease of Use,Never,"Great product, very user-friendly!"
RES_0282,2024-01-09 15:02:00,East,45-54,Female,Professional,PhD,Tableau,3,Definitely No,Good,Ease of Use,Weekly,Decent product overall.
RES_0283,2024-02-18 14:55:00,West,45-54,Male,Unemployed,Bachelor's,R,3,Probably Yes,Average,Price,Daily,Decent product overall.
RES_0284,2024-01-16 05:34:00,West,55+,Female,Professional,High School,Python,4,Definitely Yes,Average,Integration,Never,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0285,2024-02-08 14:43:00,Central,45-54,Prefer not to say,Professional,Bachelor's,Power BI,4,Definitely Yes,Good,Integration,Daily,Best tool I've used so far.
RES_0286,2024-02-14 04:17:00,South,18-24,Male,Retired,Other,SPSS,4,Definitely Yes,Average,Support,Rarely,"Great product, very user-friendly!"
RES_0287,2024-01-31 06:04:00,North,55+,Male,Retired,Other,Excel,3,Not Sure,Excellent,Support,Weekly,"It's okay, does the job."
RES_0288,2024-02-01 23:02:00,West,45-54,Female,Unemployed,Bachelor's,Tableau,4,Definitely Yes,Excellent,Support,Daily,"Great product, very user-friendly!"
RES_0289,2024-01-18 16:18:00,South,55+,Non-binary,Unemployed,Other,Python,3,Probably Yes,Good,Integration,Weekly,Decent product overall.
RES_0290,2024-01-31 09:56:00,South,55+,Female,Retired,Master's,Python,4,Definitely Yes,Excellent,Support,Monthly,Love the features and support. Python ecosystem is amazing!
RES_0291,2024-01-08 17:37:00,South,45-54,Prefer not to say,Student,Master's,R,4,Definitely Yes,Good,Ease of Use,Weekly,Best tool I've used so far.
RES_0292,2024-03-08 10:44:00,West,45-54,Female,Business Owner,PhD,Tableau,5,Probably Yes,Good,Ease of Use,Never,Excellent tool for data analysis.
RES_0293,2024-03-09 15:15:00,South,35-44,Female,Retired,High School,Power BI,4,Probably Yes,Poor,Support,Daily,Highly recommended for beginners.
RES_0294,2024-02-22 13:35:00,Central,25-34,Prefer not to say,Professional,Master's,Excel,5,Not Sure,Good,Performance,Weekly,Excellent tool for data analysis.
RES_0295,2024-02-12 20:05:00,West,35-44,Male,Unemployed,Bachelor's,Python,4,Definitely Yes,Excellent,Ease of Use,Rarely,"Great product, very user-friendly! Python ecosystem is amazing!"
RES_0296,2024-02-04 12:43:00,Central,55+,Male,Student,Bachelor's,Excel,3,Probably Yes,Poor,Integration,Monthly,Average experience.
RES_0297,2024-03-26 17:13:00,West,25-34,Non-binary,Business Owner,High School,Power BI,4,Definitely Yes,Average,Support,Monthly,Excellent tool for data analysis.
RES_0298,2024-01-25 23:07:00,West,25-34,Female,Retired,Bachelor's,Tableau,4,Definitely Yes,Good,Security,Rarely,Highly recommended for beginners.
RES_0299,2024-02-11 09:24:00,West,55+,Non-binary,Business Owner,Master's,Python,4,Probably Yes,Average,Performance,Weekly,Love the features and support. Python ecosystem is amazing!
RES_0300,2024-03-06 15:29:00,North,45-54,Non-binary,Professional,Master's,Tableau,4,Probably Yes,Good,Price,Weekly,Love the features and support.
RES_0301,2024-02-22 01:36:00,South,25-34,Male,Business Owner,Other,R,5,Not Sure,Average,Integration,Daily,Highly recommended for beginners.
RES_0302,2024-03-15 23:26:00,East,25-34,Female,Business Owner,Bachelor's,R,4,Definitely Yes,Good,Support,Never,Best tool I've used so far.
RES_0303,2024-03-13 07:31:00,Central,35-44,Non-binary,Retired,PhD,Python,5,Definitely Yes,Average,Support,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0304,2024-01-22 23:50:00,East,25-34,Female,Unemployed,PhD,Python,4,Definitely Yes,Average,Price,Daily,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0305,2024-03-10 20:03:00,Central,18-24,Male,Student,High School,Power BI,3,Definitely Yes,Good,Integration,Never,Works as expected.
RES_0306,2024-01-18 20:14:00,North,25-34,Male,Professional,Other,Python,4,Definitely Yes,Average,Integration,Weekly,Best tool I've used so far. Python ecosystem is amazing!
RES_0307,2024-02-17 01:39:00,Central,45-54,Prefer not to say,Student,High School,Excel,4,Definitely Yes,Average,Performance,Monthly,Highly recommended for beginners.
RES_0308,2024-03-11 13:00:00,North,55+,Non-binary,Unemployed,Master's,Python,3,Not Sure,Good,Price,Daily,"It's okay, does the job."
RES_0309,2024-03-05 22:43:00,West,25-34,Male,Student,Other,Excel,5,Probably Yes,Average,Support,Daily,Excellent tool for data analysis.
RES_0310,2024-01-31 06:39:00,Central,35-44,Non-binary,Business Owner,PhD,Power BI,5,Definitely Yes,Excellent,Ease of Use,Daily,"Great product, very user-friendly!"
RES_0311,2024-02-17 12:29:00,Central,25-34,Female,Business Owner,High School,Power BI,4,Definitely Yes,Good,Ease of Use,Daily,"Great product, very user-friendly!"
RES_0312,2024-01-12 12:24:00,West,55+,Prefer not to say,Student,High School,Python,4,Definitely Yes,Excellent,Price,Monthly,Excellent tool for data analysis. Python ecosystem is amazing!
RES_0313,2024-01-11 15:54:00,West,35-44,Male,Unemployed,High School,SPSS,4,Definitely Yes,Good,Integration,Daily,Excellent tool for data analysis.
RES_0314,2024-01-28 22:56:00,Central,45-54,Non-binary,Student,High School,Excel,4,Probably Yes,Good,Price,Weekly,Love the features and support.
RES_0315,2024-03-10 18:42:00,North,25-34,Non-binary,Student,Bachelor's,Python,4,Definitely Yes,Excellent,Support,Daily,Highly recommended for beginners. Python ecosystem is amazing!
RES_0316,2024-01-19 22:52:00,West,18-24,Non-binary,Professional,Other,R,4,Definitely Yes,Poor,Performance,Weekly,Excellent tool for data analysis.
RES_0317,2024-03-13 12:43:00,Central,35-44,Prefer not to say,Professional,High School,Power BI,4,Probably Yes,Good,Performance,Daily,Highly recommended for beginners.
RES_0318,2024-02-14 01:06:00,West,25-34,Male,Business Owner,Other,Python,5,Probably Yes,Good,Price,Monthly,Highly recommended for beginners. Python ecosystem is amazing!
RES_0319,2024-03-17 12:49:00,East,18-24,Non-binary,Retired,PhD,Tableau,5,Definitely Yes,Average,Support,Never,Excellent tool for data analysis.
RES_0320,2024-02-15 17:24:00,West,25-34,Prefer not to say,Student,Other,Python,4,Definitely Yes,Excellent,Ease of Use,Daily,Love the features and support. Python ecosystem is amazing!
RES_0321,2024-02-01 22:04:00,North,35-44,Female,Retired,Bachelor's,Power BI,3,Not Sure,Good,Integration,Daily,Works as expected.
RES_0322,2024-02-10 11:06:00,North,18-24,Non-binary,Retired,Master's,R,4,Definitely Yes,Excellent,Security,Daily,Love the features and support.
RES_0323,2024-01-14 04:05:00,South,45-54,Prefer not to say,Unemployed,Other,Excel,3,Probably No,Excellent,Support,Never,Average experience.
RES_0324,2024-02-22 03:01:00,North,35-44,Male,Unemployed,Other,R,3,Definitely No,Excellent,Price,Daily,Decent product overall.
RES_0325,2024-02-19 00:18:00,West,45-54,Male,Unemployed,Bachelor's,Tableau,3,Not Sure,Good,Security,Weekly,Average experience.
RES_0326,2024-03-07 05:43:00,West,25-34,Female,Business Owner,Master's,Python,5,Definitely Yes,Excellent,Performance,Daily,Love the features and support. Python ecosystem is amazing!
RES_0327,2024-03-04 04:04:00,South,45-54,Non-binary,Retired,Master's,Power BI,4,Definitely Yes,Poor,Support,Daily,Best tool I've used so far.
RES_0328,2024-01-10 11:16:00,South,45-54,Female,Retired,High School,Tableau,5,Definitely Yes,Excellent,Price,Weekly,Excellent tool for data analysis.
RES_0329,2024-02-08 00:25:00,East,55+,Prefer not to say,Business Owner,PhD,Python,3,Probably Yes,Average,Price,Daily,Decent product overall.
RES_0330,2024-02-25 20:38:00,South,35-44,Non-binary,Unemployed,Bachelor's,Excel,5,Probably Yes,Good,Ease of Use,Monthly,Best tool I've used so far.
RES_0331,2024-02-10 05:25:00,East,35-44,Prefer not to say,Unemployed,Bachelor's,Python,4,Definitely Yes,Average,Price,Daily,Love the features and support. Python ecosystem is amazing!
RES_0332,2024-02-18 08:52:00,West,35-44,Male,Unemployed,Bachelor's,Power BI,3,Probably No,Poor,Performance,Weekly,Average experience.
RES_0333,2024-03-10 05:43:00,Central,18-24,Prefer not to say,Professional,PhD,SPSS,4,Not Sure,Average,Performance,Daily,Love the features and support.
